report_id,date,site,location,report_type,description,activity,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_precursor_tags,predicted_potential_consequences,sif_prediction,sif_probability,predicted_lsr,primary_lsr_predicted,sif_label,primary_lsr,lsr_tags,hazard,barrier_failure,potential_consequence,precursor_tags,severity
REP-D091BE1D,2021-09-18,Platform Charlie,Storage Tank A,Near Miss,"During Lifting, a piece of non-tensioned wire from Excavator was left on the floor.",Lifting,"[""Mechanical Lifting""]","[""Excavator""]",[],[],[],[],0,0.191,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-2117CCE8,2022-02-23,Platform Charlie,Main Workshop,Incident,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""Separator V-10"", ""For Tank"", ""In Separator""]",[],[],[],[],0,0.0343,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-1B91B6FF,2022-11-13,Refinery Delta,Storage Tank A,Incident,"Operator was performing Inspection on Compressor C-10. It was discovered that Energy not verified zero, leaving the system vulnerable to Pressurized hydrocarbon release. Work was stopped immediately.",Inspection,"[""Maintenance""]","[""Compressor C-10"", ""System Vulnerable"", ""On Compressor"", ""The System""]","[""Hydrocarbon Release"", ""Loss of Containment"", ""Pressurized Equipment""]","[""ENERGY_ISOLATION_FAILURE""]","[""pressurized-system"", ""missing-loto""]","[""Major Process Safety Event""]",1,0.9379,"[""Energy Isolation"", ""Line of Fire"", ""Bypassing Safety Controls""]",Energy Isolation,1,Energy Isolation,Energy Isolation,Pressurized hydrocarbon release,Energy not verified zero,Fatal electrocution,live electrical|stored energy,Medium
REP-26E5EE97,2020-06-09,Terminal Echo,Loading Bay,Unsafe Condition,Radio in Vacuum Truck was left on high volume after Transporting Personnel.,Transporting Personnel,"[""Vehicle Movement""]","[""Truck Was"", ""Vacuum Truck""]",[],[],[],[],0,0.1085,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-D65F7795,2020-12-30,Site Alpha,Drilling Floor,Incident,Paint on Chain Block used for Forklift Operation is peeling off.,Forklift Operation,"[""Mechanical Lifting"", ""Painting""]","[""Block Used"", ""Chain Block"", ""Forklift""]",[],[],[],[],0,0.0288,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-B9F6D139,2021-02-03,Site Alpha,Main Workshop,Near Miss,The welding lead for Angle Grinder was slightly tangled during Soldering.,Soldering,"[""Hot Work""]","[""Angle Grinder""]",[],[],[],[],0,0.1468,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-68568C9C,2023-07-04,Site Alpha,Pump Room,Incident,"Torch Cutting was started on Welding Machine W-1 near a live process area. Combustibles not cleared was observed, posing a massive risk of Severe burns.",Torch Cutting,"[""Hot Work""]","[""Welding Machine"", ""Torch""]",[],[],[],"[""Serious Burns""]",1,0.6906,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Severe burns,Combustibles not cleared,Fatal burns,hydrocarbon presence|flammable atmosphere,High
REP-C2252764,2020-09-26,Site Alpha,Storage Tank A,Unsafe Act,Worker doing Contractor Work at Workshop did not sign the permit exactly on the line.,Contractor Work,"[""Contractor Work""]","[""Workshop""]",[],[],[],[],0,0.0704,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-1F488B66,2020-12-12,Terminal Echo,Drilling Floor,Unsafe Act,"While inspecting Pump P-204, H2S exposure was narrowly avoided because Bleed valve closed.",Repair,"[""Maintenance""]","[""Pump P-204"", ""Valve Closed"", ""Inspecting Pump"", ""Bleed Valve""]","[""H2S Exposure""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Toxic Exposure"", ""Fatal Exposure"", ""Loss of Consciousness""]",1,0.7883,"[""Energy Isolation""]",Energy Isolation,1,Energy Isolation,Energy Isolation,H2S exposure,Bleed valve closed,Fatal electrocution,stored energy|pressurized equipment,High
REP-BE642557,2021-07-18,Terminal Echo,Loading Bay,Incident,Indicator bulb on DCS System was burnt out during System Maintenance.,System Maintenance,"[""Maintenance""]","[""System Was"", ""System Maintenance"", ""Dcs System"", ""During System""]",[],[],[],[],0,0.0599,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-D6632A2C,2020-07-04,Facility Bravo,Deck 3,Unsafe Condition,"While inspecting Electrical Panel EP-5, H2S exposure was narrowly avoided because Bleed valve closed.",Repair,"[""Maintenance""]","[""Panel Ep-5"", ""Valve Closed"", ""Electrical Panel"", ""Bleed Valve""]","[""H2S Exposure"", ""Electrical Energy""]","[""ENERGY_ISOLATION_FAILURE""]","[""missing-loto""]","[""Toxic Exposure"", ""Fatal Exposure"", ""Loss of Consciousness"", ""Electrical Injury""]",1,0.8321,"[""Energy Isolation""]",Energy Isolation,1,Energy Isolation,Energy Isolation,H2S exposure,Bleed valve closed,"Fire, serious injury or fatal exposure",toxic fluid|stored energy,Medium
REP-DE833CD1,2020-09-28,Platform Charlie,Pump Room,Incident,"The tag for Pump P-204 was faded during Inspection. No Electrical shock was present, but tag needs replacement.",Inspection,"[""Maintenance""]","[""Pump P-204"", ""For Pump""]",[],[],[],"[""Electrical Injury""]",0,0.1546,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation|Safe Mechanical Lifting,,,Minor injury,,Low
REP-1A7641E5,2021-06-15,Station Foxtrot,Control Room,Near Miss,"Worker performing Torquing on Hydraulic Torque Wrench had their hands slightly close to a rough edge, causing a minor scratch.",Torquing,"[""Torquing""]","[""Torque Wrench""]",[],[],[],[],0,0.1641,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-A75B5859,2023-08-16,Station Foxtrot,Main Workshop,Unsafe Condition,"A contractor began Torch Cutting using Oxy-Acetylene Torch. A safety walk discovered Fire watcher absent, immediately stopping work due to Toxic fumes risk.",Torch Cutting,"[""Contractor Work"", ""Chemical Handling"", ""Hot Work""]","[""Torch""]","[""Fire/Explosion"", ""Toxic Gas""]","[""COMMUNICATION_FAILURE""]","[""communication-failure""]","[""Fire Injury"", ""Explosion Injury"", ""Toxic Exposure"", ""Major Process Safety Event""]",1,0.8545,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Toxic fumes,Fire watcher absent,Major fire,hydrocarbon presence|ignition source,High
REP-3482327C,2021-01-16,Refinery Delta,Boiler Area,Incident,Radio in Pickup Truck P-12 was left on high volume after Site Patrol.,Site Patrol,"[""Vehicle Movement""]","[""Truck P-12"", ""Pickup Truck""]",[],[],[],[],0,0.0411,"[""Driving""]",Driving,0,Driving,Driving,,,Minor injury,,Low
REP-16EDA6E4,2021-11-20,Station Foxtrot,Deck 3,Unsafe Condition,The welding lead for Welding Machine W-1 was slightly tangled during Soldering.,Soldering,"[""Hot Work""]","[""Welding Machine""]",[],[],[],[],0,0.112,"[""Hot Work"", ""Energy Isolation""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-98ED109C,2022-03-28,Refinery Delta,Loading Bay,Near Miss,Operator of Chain Block during Forklift Operation forgot his safety glasses but was in an enclosed cab.,Forklift Operation,"[""Mechanical Lifting""]","[""Block During"", ""Chain Block"", ""Forklift""]",[],[],[],[],0,0.1697,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-9E1D19CE,2023-03-28,Refinery Delta,Pump Room,Unsafe Condition,The welding lead for Pipe Spool P-10 was slightly tangled during Soldering.,Soldering,"[""Hot Work""]","[""Spool P-10"", ""Pipe Spool""]",[],[],[],[],0,0.0783,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-323D39C9,2020-12-04,Refinery Delta,Pump Room,Unsafe Condition,Paint on Forklift F-3 used for Forklift Operation is peeling off.,Forklift Operation,"[""Mechanical Lifting"", ""Painting""]","[""Forklift""]",[],[],[],[],0,0.0147,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-F7FAD29C,2022-09-04,Facility Bravo,Drilling Floor,Unsafe Act,"Torquing was being performed. Exclusion zone breached allowed personnel to walk directly under Excavator, posing a severe Struck by moving object.",Torquing,"[""Torquing""]","[""Excavator""]","[""Line-of-Fire Exposure""]","[""LINE_OF_FIRE_CONTROL_FAILURE""]","[""line-of-fire""]","[""Struck-By Injury""]",1,0.956,"[""Line of Fire""]",Line of Fire,1,Line of Fire,Line of Fire,Struck by moving object,Exclusion zone breached,Amputation,pinch point|tensioned line,High
REP-AB89421C,2020-09-30,Refinery Delta,Drilling Floor,Near Miss,Indicator bulb on Pressure Safety Valve PSV-90 was burnt out during Alarm Testing.,Alarm Testing,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],[],[],[],0,0.2636,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-FE319584,2021-04-26,Platform Charlie,Drilling Floor,Near Miss,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during Alarm Testing.",Alarm Testing,"[""Operations""]","[""Valve Sdv-1"", ""Shutdown Valve""]",[],[],[],[],0,0.1287,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-E11E36A4,2022-02-25,Station Foxtrot,Boiler Area,Incident,"While preparing for Pipefitting on Pump P-204, found that the lock for LOTO was slightly rusted, making it hard to use.",Pipefitting,"[""Pipefitting""]","[""Pump P-204"", ""On Pump""]",[],[],[],[],0,0.0231,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-51C73E77,2021-12-10,Station Foxtrot,Deck 3,Incident,A heavy skid was being moved during Rigging. Outriggers not extended led to a near miss involving Dropped suspended load near Chain Block.,Rigging,"[""Mechanical Lifting"", ""Loading/Unloading""]","[""Chain Block"", ""Rigging""]","[""Suspended Load""]","[""LIFTING_CONTROL_FAILURE""]","[""suspended-load""]","[""Struck-By Injury"", ""Crushing Injury""]",1,0.9569,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,1,Safe Mechanical Lifting,Safe Mechanical Lifting,Dropped suspended load,Outriggers not extended,Structural collapse,dynamic loading|blind lift,High
REP-A9BD3B41,2022-04-02,Refinery Delta,Pump Room,Near Miss,"The tag for Electrical Panel EP-5 was faded during Inspection. No Electrical shock was present, but tag needs replacement.",Inspection,"[""Maintenance""]","[""Panel Ep-5"", ""Electrical Panel""]","[""Electrical Energy""]",[],[],"[""Electrical Injury""]",0,0.1929,"[""Energy Isolation""]",Energy Isolation,0,Energy Isolation,Energy Isolation,,,Minor injury,,Low
REP-C9BF72E1,2022-05-18,Terminal Echo,Storage Tank A,Unsafe Act,Worker's chin strap on helmet was loose during Rigging on Roof Access Ladder.,Rigging,"[""Mechanical Lifting"", ""Working at Height""]","[""Ladder"", ""Rigging""]",[],[],[],[],0,0.1171,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-E8F66C6E,2023-11-06,Platform Charlie,Main Workshop,Incident,"During Torch Cutting with Angle Grinder, Sparks falling to lower deck allowed slag to ignite a small fire. Toxic fumes potential was extremely high.",Torch Cutting,"[""Chemical Handling"", ""Hot Work""]","[""Angle Grinder"", ""Torch""]","[""Fire/Explosion"", ""Toxic Gas""]",[],[],"[""Fire Injury"", ""Explosion Injury"", ""Toxic Exposure"", ""Major Process Safety Event""]",1,0.952,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Toxic fumes,Sparks falling to lower deck,Major fire,ignition source|hydrocarbon presence,Medium
REP-02D274E1,2023-05-05,Site Alpha,Drilling Floor,Unsafe Act,Paint on Overhead Gantry used for Crane Lifting is peeling off.,Crane Lifting,"[""Mechanical Lifting"", ""Painting""]","[""Crane Lifting"", ""For Crane"", ""Gantry""]",[],[],[],[],0,0.0388,"[""Safe Mechanical Lifting"", ""Hot Work""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-BBAA3CE2,2022-07-27,Station Foxtrot,Loading Bay,Incident,Operator logged Process Operation for Pressure Safety Valve PSV-90 in the wrong logbook.,Process Operation,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],[],[],[],0,0.1587,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-CFFCF926,2020-02-15,Facility Bravo,Main Workshop,Unsafe Act,"A contractor began Torch Cutting using Welding Machine W-1. A safety walk discovered Combustibles not cleared, immediately stopping work due to Explosion risk.",Torch Cutting,"[""Contractor Work"", ""Hot Work""]","[""Welding Machine"", ""Torch""]","[""Fire/Explosion""]",[],[],"[""Explosion Injury"", ""Fire Injury"", ""Major Process Safety Event""]",1,0.7857,"[""Hot Work""]",Hot Work,1,Hot Work,Hot Work,Explosion,Combustibles not cleared,Facility explosion,ignition source|flammable atmosphere,High
REP-1B211E58,2022-08-26,Facility Bravo,Storage Tank A,Near Miss,Indicator bulb on Pressure Safety Valve PSV-90 was burnt out during Process Operation.,Process Operation,"[""Operations""]","[""Valve Psv-90"", ""Safety Valve""]",[],[],[],[],0,0.1862,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,0,Bypassing Safety Controls,Bypassing Safety Controls,,,Minor injury,,Low
REP-CACCBD6A,2020-02-08,Refinery Delta,Boiler Area,Near Miss,"Worker performing Torquing on Drill Pipe had their hands slightly close to a rough edge, causing a minor scratch.",Torquing,"[""Torquing"", ""Drilling""]","[""Drill Pipe""]",[],[],[],[],0,0.0686,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-AAE1A2ED,2023-06-01,Refinery Delta,Storage Tank A,Near Miss,The welding lead for Angle Grinder was slightly tangled during Welding.,Welding,"[""Hot Work""]","[""Angle Grinder""]",[],[],[],[],0,0.1661,"[""Hot Work""]",Hot Work,0,Hot Work,Hot Work,,,Minor injury,,Low
REP-D95BEA7E,2022-10-18,Facility Bravo,Pipe Rack 2,Unsafe Condition,JSA for Non-routine Task near Process Module 4 was printed on crumpled paper.,Non-routine Task,"[""Operations""]","[""Process Module""]",[],[],[],[],0,0.0358,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-67338A94,2022-01-26,Platform Charlie,Main Workshop,Near Miss,Operator of Mobile Crane during Rigging forgot his safety glasses but was in an enclosed cab.,Rigging,"[""Mechanical Lifting""]","[""Crane During"", ""Mobile Crane"", ""Rigging""]",[],[],[],[],0,0.2177,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-98EE9429,2022-10-02,Facility Bravo,Storage Tank A,Unsafe Condition,JSA for General Maintenance near Workshop was printed on crumpled paper.,General Maintenance,"[""Maintenance""]","[""Workshop""]",[],[],[],[],0,0.0157,"[""Work Authorization""]",Work Authorization,0,Work Authorization,Work Authorization,,,Minor injury,,Low
REP-EDA6E423,2023-01-31,Refinery Delta,Drilling Floor,Unsafe Condition,"During Scaffolding, worker used the correct harness but the inspection log was not filled in for Roof Access Ladder.",Scaffolding,"[""Working at Height"", ""Maintenance""]","[""Ladder""]",[],[],[],[],0,0.1029,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-672C9F14,2022-08-08,Platform Charlie,Control Room,Unsafe Condition,Paint on Overhead Gantry used for Hoisting is peeling off.,Hoisting,"[""Mechanical Lifting"", ""Painting""]","[""Gantry""]",[],[],[],[],0,0.0603,"[""Safe Mechanical Lifting"", ""Hot Work""]",Safe Mechanical Lifting,0,Safe Mechanical Lifting,Safe Mechanical Lifting,,,Minor injury,,Low
REP-6F519567,2022-05-06,Refinery Delta,Storage Tank A,Unsafe Condition,"During Grinding, a piece of non-tensioned wire from Excavator was left on the floor.",Grinding,"[""Hot Work""]","[""Excavator""]",[],[],[],[],0,0.1321,"[""Line of Fire""]",Line of Fire,0,Line of Fire,Line of Fire,,,Minor injury,,Low
REP-C9D80D02,2020-07-05,Platform Charlie,Pump Room,Incident,Tools used for Tank Cleaning in Storage Tank A were left outside the entrance untidily.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Tank Cleaning"", ""Tank A"", ""For Tank"", ""Storage Tank""]",[],[],[],[],0,0.0493,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-A6750075,2020-03-04,Facility Bravo,Control Room,Incident,The entry log for Reactor R-5 during Tank Cleaning was smudged with dirt.,Tank Cleaning,"[""Cleaning"", ""Confined Space Entry""]","[""Reactor R-5"", ""Tank Cleaning"", ""For Reactor"", ""During Tank""]",[],[],[],[],0,0.0137,"[""Confined Space""]",Confined Space,0,Confined Space,Confined Space,,,Minor injury,,Low
REP-A43D6634,2020-03-07,Station Foxtrot,Storage Tank A,Incident,"During a walkaround, found personnel doing General Maintenance on Workshop. PTW not issued meant they had no controls for Simultaneous operations clash.",General Maintenance,"[""Maintenance""]","[""Workshop""]","[""Unidentified Hazards""]","[""WORK_AUTHORIZATION_FAILURE""]","[""expired-permit""]",[],1,0.7579,"[""Work Authorization"", ""Line of Fire""]",Work Authorization,1,Work Authorization,Work Authorization,Simultaneous operations clash,PTW not issued,Process incident,poor communication|unauthorized work,Medium
REP-F8CD46F4,2020-05-02,Platform Charlie,Storage Tank A,Unsafe Act,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Roof Repair.",Roof Repair,"[""Working at Height"", ""Maintenance""]","[""Pipe Rack""]",[],[],[],[],0,0.0598,"[""Work at Height""]",Work at Height,0,Work at Height,Work at Height,,,Minor injury,,Low
REP-3E5CC218,2023-09-06,Platform Charlie,Boiler Area,Unsafe Condition,The Forklift was slightly dirty during Heavy Haulage.,Heavy Haulage,"[""Vehicle Movement""]","[""Forklift""]",[],[],[],[],0,0.0655,"[""Driving"", ""Safe Mechanical Lifting""]",Driving,0,Driving,Driving,,,Minor injury,,Low
