report_id,date,site,location,report_type,description,sif_prediction,sif_probability,primary_lsr,predicted_activity,predicted_equipment,predicted_hazards,predicted_barrier_failures,predicted_potential_consequences,predicted_precursor_tags,predicted_lsr
REP-835DE7C7,2023-06-13,Site Alpha,Loading Bay,Unsafe Condition,"Worker doing Tank Cleaning in Separator V-10 complained about poor lighting, though gas levels were normal.",0,0.065,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Separator V-10"", ""evidence"": ""Separator V-10"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""In Separator"", ""evidence"": ""in Separator"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9734961161622705}]"
REP-BBA8B329,2022-10-22,Refinery Delta,Main Workshop,Near Miss,"Worker performing Pressure Testing on Drill Pipe had their hands slightly close to a rough edge, causing a minor scratch.",0,0.1364,Line of Fire,"[{""value"": ""Drilling"", ""evidence"": ""Drill"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Pressure Testing"", ""evidence"": ""Pressure Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Drill Pipe"", ""evidence"": ""Drill Pipe"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.967415217824672}]"
REP-6E201701,2021-08-16,Terminal Echo,Pipe Rack 2,Near Miss,"Welding was started on Angle Grinder near a live process area. Sparks falling to lower deck was observed, posing a massive risk of Explosion.",1,0.8273,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Grinder"", ""evidence"": ""Angle Grinder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Fire/Explosion"", ""evidence"": ""Explosion"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[{""value"": ""Fire Injury"", ""evidence"": ""Explosion"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Explosion Injury"", ""evidence"": ""Explosion"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Major Process Safety Event"", ""evidence"": ""Explosion"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]",[],"[{""rule"": ""Hot Work"", ""score"": 0.9622771038609936}]"
REP-970C66EC,2022-12-08,Refinery Delta,Drilling Floor,Incident,Welder doing Soldering with Oxy-Acetylene Torch had untucked coveralls.,0,0.0314,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Torch"", ""evidence"": ""Torch"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9738795702149491}]"
REP-06828C76,2020-02-23,Site Alpha,Loading Bay,Unsafe Act,Driver doing Heavy Haulage in Vacuum Truck parked slightly outside the designated lines.,0,0.1089,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Heavy Haulage"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Vehicle"", ""evidence"": ""Truck parked"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9767939698414243}]"
REP-C9D80D02,2020-07-05,Platform Charlie,Pump Room,Incident,Tools used for Tank Cleaning in Storage Tank A were left outside the entrance untidily.,0,0.0493,Confined Space,"[{""value"": ""Confined Space Entry"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Cleaning"", ""evidence"": ""Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Tank"", ""evidence"": ""Tank Cleaning"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Confined Space"", ""score"": 0.9465000580308065}]"
REP-904F769F,2023-10-15,Terminal Echo,Control Room,Incident,"Screen on Fire & Gas Panel was dirty, making it hard to read during Alarm Testing.",0,0.0896,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Alarm Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Panel"", ""evidence"": ""Panel was"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9567243742002417}]"
REP-5D6066AA,2020-01-21,Station Foxtrot,Deck 3,Unsafe Condition,"Noticed Electrical Panel EP-5 had a minor weep during Pipefitting. LOTO was applied correctly, but cleanup was delayed.",0,0.0251,Energy Isolation,"[{""value"": ""Pipefitting"", ""evidence"": ""Pipefitting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Panel"", ""evidence"": ""Panel EP-5"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Energy"", ""evidence"": ""Electrical"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[{""value"": ""Electrical Injury"", ""evidence"": ""Electrical"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]",[],"[{""rule"": ""Energy Isolation"", ""score"": 0.7965764150732647}]"
REP-C366E449,2022-02-15,Site Alpha,Storage Tank A,Unsafe Act,"While investigating Pressure Safety Valve PSV-90, it was found that Alarm disabled during Process Operation. This exposed the facility to Loss of containment.",1,0.9482,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Process Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Loss of Containment"", ""evidence"": ""Loss of containment"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""SAFETY_DEVICE_BYPASS"", ""evidence"": ""Alarm disabled"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Major Process Safety Event"", ""evidence"": ""Loss of containment"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""bypassed-interlock""]","[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9326307078771182}]"
REP-0121D6B9,2020-07-21,Facility Bravo,Storage Tank A,Unsafe Act,A heavy skid was being moved during Crane Lifting. Outriggers not extended led to a near miss involving Crane tip-over near Overhead Gantry.,1,0.8653,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Lifting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane Lifting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Suspended Load"", ""evidence"": ""Crane tip-over"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LIFTING_CONTROL_FAILURE"", ""evidence"": ""Outriggers not extended"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crushing Injury"", ""evidence"": ""Crane tip-over"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}, {""value"": ""Struck-By Injury"", ""evidence"": ""Crane tip-over"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""suspended-load""]","[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.9463493725444153}]"
REP-3C76A455,2022-05-17,Station Foxtrot,Control Room,Near Miss,Welder doing Soldering with Welding Machine W-1 had untucked coveralls.,0,0.0229,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""Welder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9572216750819136}]"
REP-75F7B357,2021-07-23,Facility Bravo,Loading Bay,Near Miss,"The tag for Heat Exchanger HX-2 was faded during Inspection. No Steam leak was present, but tag needs replacement.",0,0.0653,Energy Isolation,"[{""value"": ""Maintenance"", ""evidence"": ""Inspection"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Heat Exchanger Hx-2"", ""evidence"": ""Heat Exchanger HX-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""For Heat Exchanger"", ""evidence"": ""for Heat Exchanger"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Energy Isolation"", ""score"": 0.9668365640390721}]"
REP-47F690D0,2022-05-01,Station Foxtrot,Pump Room,Near Miss,The welding lead for Welding Machine W-1 was slightly tangled during Grinding.,0,0.0952,Hot Work,"[{""value"": ""Hot Work"", ""evidence"": ""welding"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Welding Machine"", ""evidence"": ""Welding Machine"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Hot Work"", ""score"": 0.9746534890526662}]"
REP-3B62479B,2022-12-23,Terminal Echo,Pipe Rack 2,Unsafe Act,"Worker performing Grinding on High Pressure Hose had their hands slightly close to a rough edge, causing a minor scratch.",0,0.2248,Line of Fire,"[{""value"": ""Hot Work"", ""evidence"": ""Grinding"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Hose"", ""evidence"": ""Pressure Hose"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.959767237928009}, {""rule"": ""Hot Work"", ""score"": 0.3767770972119181}]"
REP-297BC3B6,2022-07-06,Site Alpha,Boiler Area,Unsafe Act,"During Roof Repair, worker used the correct harness but the inspection log was not filled in for Crane C-1.",0,0.0709,Work at Height,"[{""value"": ""Maintenance"", ""evidence"": ""Repair"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Mechanical Lifting"", ""evidence"": ""Crane"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Working at Height"", ""evidence"": ""Roof"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Crane C-1"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9648959645952662}]"
REP-583B685A,2023-01-05,Site Alpha,Drilling Floor,Incident,Operator logged Alarm Testing for Pressure Safety Valve PSV-90 in the wrong logbook.,0,0.2392,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Alarm Testing"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve PSV-90"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9672736617741352}]"
REP-50CAC006,2020-05-15,Site Alpha,Control Room,Incident,"Worker performing Grinding on Winch W-2 had their hands slightly close to a rough edge, causing a minor scratch.",0,0.1595,Line of Fire,"[{""value"": ""Hot Work"", ""evidence"": ""Grinding"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Winch W-2"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Line of Fire"", ""score"": 0.9416135325469431}, {""rule"": ""Hot Work"", ""score"": 0.3645843905285974}]"
REP-3302D870,2023-11-20,Facility Bravo,Drilling Floor,Unsafe Condition,JSA for Non-routine Task near Process Module 4 was printed on crumpled paper.,0,0.0358,Work Authorization,"[{""value"": ""Operations"", ""evidence"": ""Non-routine Task"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Process Module"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.7971085278065722}]"
REP-60838EC5,2021-02-22,Platform Charlie,Loading Bay,Incident,JSA for Non-routine Task near Workshop was printed on crumpled paper.,0,0.03,Work Authorization,"[{""value"": ""Operations"", ""evidence"": ""Non-routine Task"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Workshop"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work Authorization"", ""score"": 0.8804007655392799}]"
REP-2578C56F,2023-07-16,Site Alpha,Control Room,Incident,"Screen on Shutdown Valve SDV-1 was dirty, making it hard to read during Process Operation.",0,0.0997,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Process Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Valve"", ""evidence"": ""Valve SDV-1"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9645791316268975}]"
REP-7C2E1A56,2022-01-13,Terminal Echo,Main Workshop,Incident,"Screen on Fire & Gas Panel was dirty, making it hard to read during Process Operation.",0,0.056,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Process Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Panel"", ""evidence"": ""Panel was"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.9499854771110517}]"
REP-3AD1CCD0,2023-05-27,Refinery Delta,Main Workshop,Unsafe Condition,"During a walkaround, found personnel doing General Maintenance on Camp Facility. Expired permit meant they had no controls for Uncontrolled work.",1,0.8165,Work Authorization,"[{""value"": ""Maintenance"", ""evidence"": ""Maintenance"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Facility"", ""evidence"": ""Camp Facility"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Unidentified Hazards"", ""evidence"": ""Uncontrolled work"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""WORK_AUTHORIZATION_FAILURE"", ""evidence"": ""Expired permit"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],"[""expired-permit""]","[{""rule"": ""Work Authorization"", ""score"": 0.9680063203731277}]"
REP-D5EB9521,2020-11-01,Facility Bravo,Main Workshop,Unsafe Act,Operator of Overhead Gantry during Forklift Operation forgot his safety glasses but was in an enclosed cab.,0,0.2541,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Forklift Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Crane"", ""evidence"": ""Gantry"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.949232614245347}]"
REP-459BCDAA,2023-05-09,Site Alpha,Boiler Area,Unsafe Condition,Worker's chin strap on helmet was loose during Painting on Roof Access Ladder.,0,0.08,Work at Height,"[{""value"": ""Working at Height"", ""evidence"": ""Roof"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}, {""value"": ""Painting"", ""evidence"": ""Painting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Ladder"", ""evidence"": ""Ladder"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Work at Height"", ""score"": 0.9661784147919787}]"
REP-C2652B8E,2023-04-03,Platform Charlie,Boiler Area,Unsafe Act,Paint on Overhead Gantry used for Hoisting is peeling off.,0,0.0603,Safe Mechanical Lifting,"[{""value"": ""Mechanical Lifting"", ""evidence"": ""Hoisting"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}, {""value"": ""Painting"", ""evidence"": ""Paint"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Crane"", ""evidence"": ""Gantry"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Safe Mechanical Lifting"", ""score"": 0.9594447738860516}, {""rule"": ""Hot Work"", ""score"": 0.5267428652584085}]"
REP-D6E3CE2B,2022-08-11,Refinery Delta,Loading Bay,Unsafe Condition,Radio in Forklift was left on high volume after Transporting Personnel.,0,0.1126,Driving,"[{""value"": ""Vehicle Movement"", ""evidence"": ""Transporting Personnel"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Forklift"", ""evidence"": ""Forklift"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]",[],[],[],[],"[{""rule"": ""Driving"", ""score"": 0.9342142294088941}]"
REP-198982C4,2022-06-22,Site Alpha,Deck 3,Incident,"While conducting Torquing with High Pressure Hose, an IP stepped into the danger zone. Exclusion zone breached resulted in the worker being in the Line of Fire for Struck by moving object.",1,0.9782,Line of Fire,"[{""value"": ""Torquing"", ""evidence"": ""Torquing"", ""confidence"": ""MEDIUM"", ""match_method"": ""regex""}]","[{""value"": ""Hose"", ""evidence"": ""Pressure Hose"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Line-of-Fire Exposure"", ""evidence"": ""Line of Fire"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""LINE_OF_FIRE_CONTROL_FAILURE"", ""evidence"": ""Exclusion zone breached"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Struck-By Injury"", ""evidence"": ""Struck by"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[""line-of-fire""]","[{""rule"": ""Line of Fire"", ""score"": 0.8690010824564519}, {""rule"": ""Hot Work"", ""score"": 0.37798985221593934}]"
REP-6D7EBB4D,2020-04-01,Facility Bravo,Boiler Area,Unsafe Condition,Operator engaged in Process Operation admitted to bypassing safety logic on DCS System. Interlock bridged is a severe breach leading to Loss of containment.,1,0.9363,Bypassing Safety Controls,"[{""value"": ""Operations"", ""evidence"": ""Process Operation"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Electrical Panel"", ""evidence"": ""DCS System"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Loss of Containment"", ""evidence"": ""Loss of containment"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""SAFETY_DEVICE_BYPASS"", ""evidence"": ""Interlock bridged"", ""confidence"": ""HIGH"", ""match_method"": ""regex""}]","[{""value"": ""Major Process Safety Event"", ""evidence"": ""Loss of containment"", ""confidence"": ""MEDIUM"", ""match_method"": ""synonym""}]","[""bypassed-interlock""]","[{""rule"": ""Bypassing Safety Controls"", ""score"": 0.8930401636864519}]"
