report_id,date,site,location,report_type,activity,description,sif_label,sif_potential,primary_lsr,lsr_tags,hazard,barrier_failure,equipment,potential_consequence,actual_consequence,precursor_tags,severity
REP-6BC68190,2023-10-13,Terminal Echo,Pump Room,Unsafe Condition,Structural Inspection,Worker's chin strap on helmet was loose during Structural Inspection on Cherry Picker.,0,0.3,Work at Height,Work at Height,None,None,Cherry Picker,Minor injury,None,,Low
REP-3E795307,2020-08-22,Site Alpha,Pump Room,Unsafe Condition,Heavy Haulage,Radio in Vacuum Truck was left on high volume after Heavy Haulage.,0,0.28,Driving,Driving,None,None,Vacuum Truck,Minor injury,None,,Low
REP-FF073861,2020-09-06,Platform Charlie,Storage Tank A,Incident,Rigging,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Rigging.",0,0.03,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-DED05948,2023-09-08,Facility Bravo,Boiler Area,Unsafe Condition,Vessel Welding,The entry log for Underground Sump during Vessel Welding was smudged with dirt.,0,0.33,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-41997B84,2022-05-20,Facility Bravo,Pump Room,Near Miss,Hoisting,The horn on Mobile Crane sounded a bit quiet during Hoisting.,0,0.19,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-5F1A4599,2022-07-27,Platform Charlie,Pump Room,Unsafe Condition,Process Operation,Operator logged Process Operation for Fire & Gas Panel in the wrong logbook.,0,0.35,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-2804576F,2021-11-25,Refinery Delta,Boiler Area,Near Miss,Material Delivery,Radio in Crew Bus was left on high volume after Material Delivery.,0,0.29,Driving,Driving,None,None,Crew Bus,Minor injury,None,,Low
REP-2C48D87D,2023-09-11,Terminal Echo,Main Workshop,Unsafe Condition,Rigging,Operator of Mobile Crane during Rigging forgot his safety glasses but was in an enclosed cab.,0,0.37,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-769B4C6B,2023-10-23,Refinery Delta,Drilling Floor,Unsafe Condition,Soldering,Welder doing Soldering with Welding Machine W-1 had untucked coveralls.,0,0.2,Hot Work,Hot Work,None,None,Welding Machine W-1,Minor injury,None,,Low
REP-540AF53B,2022-02-05,Terminal Echo,Pump Room,Unsafe Condition,Tank Cleaning,Tools used for Tank Cleaning in Separator V-10 were left outside the entrance untidily.,0,0.04,Confined Space,Confined Space|Hot Work,None,None,Separator V-10,Minor injury,None,,Low
REP-A6787D40,2020-11-27,Refinery Delta,Pipe Rack 2,Unsafe Condition,Contractor Work,JSA for Contractor Work near Workshop was printed on crumpled paper.,0,0.1,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-9D89EE16,2021-02-28,Terminal Echo,Control Room,Near Miss,Maintenance,"Operator was performing Maintenance on Compressor C-10. It was discovered that Isolation valve leaking, leaving the system vulnerable to Pressurized hydrocarbon release. Work was stopped immediately.",1,0.75,Energy Isolation,Energy Isolation,Pressurized hydrocarbon release,Isolation valve leaking,Compressor C-10,"Fire, serious injury or fatal exposure",None,live electrical|stored energy,High
REP-A98D4A2F,2022-11-25,Platform Charlie,Deck 3,Unsafe Act,Material Delivery,The Pickup Truck P-12 was slightly dirty during Material Delivery.,0,0.06,Driving,Driving,None,None,Pickup Truck P-12,Minor injury,None,,Low
REP-D0D54819,2020-06-02,Terminal Echo,Loading Bay,Near Miss,Repair,"Noticed Pump P-204 had a minor weep during Repair. LOTO was applied correctly, but cleanup was delayed.",0,0.39,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-A0951A07,2020-05-01,Facility Bravo,Loading Bay,Near Miss,Maintenance,"While preparing for Maintenance on Heat Exchanger HX-2, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.36,Energy Isolation,Energy Isolation|Work Authorization,None,None,Heat Exchanger HX-2,Minor injury,None,,Low
REP-5B77024A,2020-06-14,Terminal Echo,Control Room,Unsafe Condition,Inspection,"The tag for Valve V-99 was faded during Inspection. No Pressurized hydrocarbon release was present, but tag needs replacement.",0,0.3,Energy Isolation,Energy Isolation,None,None,Valve V-99,Minor injury,None,,Low
REP-76610B25,2021-04-11,Site Alpha,Pump Room,Unsafe Act,Maintenance,"While preparing for Maintenance on Pump P-204, found that the lock for LOTO was slightly rusted, making it hard to use.",0,0.31,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-AFC3C880,2022-05-24,Terminal Echo,Boiler Area,Unsafe Act,Vessel Welding,The entry log for Reactor R-5 during Vessel Welding was smudged with dirt.,0,0.18,Confined Space,Confined Space,None,None,Reactor R-5,Minor injury,None,,Low
REP-8B45369D,2023-01-03,Terminal Echo,Pump Room,Unsafe Act,Torch Cutting,Welder doing Torch Cutting with Angle Grinder had untucked coveralls.,0,0.1,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-43E306F5,2021-05-15,Platform Charlie,Boiler Area,Incident,Tank Cleaning,"Worker doing Tank Cleaning in Storage Tank A complained about poor lighting, though gas levels were normal.",0,0.24,Confined Space,Confined Space,None,None,Storage Tank A,Minor injury,None,,Low
REP-615E45C0,2022-01-21,Terminal Echo,Main Workshop,Unsafe Condition,Scaffolding,"Scaffolding tubes for Scaffold Tower B were stored untidily, causing a minor trip hazard during Scaffolding.",0,0.29,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-4F700439,2020-10-07,Terminal Echo,Loading Bay,Near Miss,Hoisting,The horn on Mobile Crane sounded a bit quiet during Hoisting.,0,0.09,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Mobile Crane,Minor injury,None,,Low
REP-B3A9BFCB,2020-03-10,Platform Charlie,Main Workshop,Incident,Tank Cleaning,The entry log for Underground Sump during Tank Cleaning was smudged with dirt.,0,0.2,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-8988A0BD,2022-02-15,Facility Bravo,Storage Tank A,Unsafe Act,Scaffolding,Worker's chin strap on helmet was loose during Scaffolding on Pipe Rack Level 3.,0,0.1,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-370D6BAB,2023-06-26,Refinery Delta,Storage Tank A,Unsafe Act,Repair,"Noticed Pump P-204 had a minor weep during Repair. LOTO was applied correctly, but cleanup was delayed.",0,0.14,Energy Isolation,Energy Isolation,None,None,Pump P-204,Minor injury,None,,Low
REP-0D2C148B,2021-05-02,Facility Bravo,Pump Room,Near Miss,Heavy Haulage,Driver doing Heavy Haulage in Crew Bus parked slightly outside the designated lines.,0,0.19,Driving,Driving,None,None,Crew Bus,Minor injury,None,,Low
REP-8528908F,2023-08-30,Terminal Echo,Pump Room,Unsafe Act,Crane Lifting,Paint on Forklift F-3 used for Crane Lifting is peeling off.,0,0.27,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Forklift F-3,Minor injury,None,,Low
REP-650F5828,2023-02-13,Facility Bravo,Storage Tank A,Unsafe Act,Torch Cutting,The welding lead for Angle Grinder was slightly tangled during Torch Cutting.,0,0.2,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-7AE37781,2023-07-14,Facility Bravo,Boiler Area,Unsafe Act,Structural Inspection,"Scaffolding tubes for Cherry Picker were stored untidily, causing a minor trip hazard during Structural Inspection.",0,0.06,Work at Height,Work at Height,None,None,Cherry Picker,Minor injury,None,,Low
REP-E5E2D94A,2020-04-01,Terminal Echo,Loading Bay,Near Miss,Inspection,"Operator was performing Inspection on Heat Exchanger HX-2. It was discovered that Energy not verified zero, leaving the system vulnerable to Steam leak. Work was stopped immediately.",1,0.7,Energy Isolation,Energy Isolation|Safe Mechanical Lifting,Steam leak,Energy not verified zero,Heat Exchanger HX-2,Severe chemical burns,Property Damage,stored energy|pressurized equipment,High
REP-EEAF3F78,2020-10-20,Site Alpha,Drilling Floor,Near Miss,Heavy Haulage,"Pickup Truck P-12 was involved in a near miss during Heavy Haulage. Investigation showed Seatbelt not worn, drastically increasing the risk of Vehicle collision.",1,0.72,Driving,Driving,Vehicle collision,Seatbelt not worn,Pickup Truck P-12,Fatal traffic accident,First Aid,poor road conditions|heavy vehicle interaction,High
REP-C0773F61,2020-02-22,Site Alpha,Loading Bay,Near Miss,Alarm Testing,Indicator bulb on Fire & Gas Panel was burnt out during Alarm Testing.,0,0.37,Bypassing Safety Controls,Bypassing Safety Controls|Hot Work,None,None,Fire & Gas Panel,Minor injury,None,,Low
REP-34FE0B04,2020-06-07,Facility Bravo,Pipe Rack 2,Incident,Site Patrol,Radio in Vacuum Truck was left on high volume after Site Patrol.,0,0.04,Driving,Driving,None,None,Vacuum Truck,Minor injury,None,,Low
REP-92363125,2021-05-14,Platform Charlie,Loading Bay,Near Miss,Rigging,"During Rigging, worker used the correct harness but the inspection log was not filled in for Scaffold Tower B.",0,0.12,Work at Height,Work at Height,None,None,Scaffold Tower B,Minor injury,None,,Low
REP-49DAF9A8,2021-04-15,Terminal Echo,Boiler Area,Unsafe Condition,Welding,"During Welding with Angle Grinder, Sparks falling to lower deck allowed slag to ignite a small fire. Toxic fumes potential was extremely high.",1,0.88,Hot Work,Hot Work|Work at Height,Toxic fumes,Sparks falling to lower deck,Angle Grinder,Facility explosion,First Aid,sparks|hydrocarbon presence,High
REP-FD4AA4C6,2020-10-30,Terminal Echo,Control Room,Unsafe Condition,Alarm Testing,Operator logged Alarm Testing for Pressure Safety Valve PSV-90 in the wrong logbook.,0,0.21,Bypassing Safety Controls,Bypassing Safety Controls,None,None,Pressure Safety Valve PSV-90,Minor injury,None,,Low
REP-9C988226,2020-03-10,Refinery Delta,Pump Room,Unsafe Condition,General Maintenance,Permit for General Maintenance at Workshop had a minor spelling mistake in the supervisor's name.,0,0.06,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-919D2075,2021-11-20,Platform Charlie,Deck 3,Unsafe Act,Trenching,Barricade tape for Trenching near Drill Pipe was blown down by the wind. No operations were ongoing.,0,0.12,Line of Fire,Line of Fire,None,None,Drill Pipe,Minor injury,None,,Low
REP-149635A0,2020-01-16,Terminal Echo,Drilling Floor,Incident,Soldering,"Soldering was started on Pipe Spool P-10 near a live process area. Sparks falling to lower deck was observed, posing a massive risk of Toxic fumes.",1,0.91,Hot Work,Hot Work,Toxic fumes,Sparks falling to lower deck,Pipe Spool P-10,Facility explosion,None,flammable atmosphere|sparks,Medium
REP-51098E42,2023-04-02,Terminal Echo,Storage Tank A,Near Miss,General Maintenance,Worker doing General Maintenance at Utility Area did not sign the permit exactly on the line.,0,0.36,Work Authorization,Work Authorization,None,None,Utility Area,Minor injury,None,,Low
REP-1BEA9B52,2020-08-30,Platform Charlie,Main Workshop,Incident,Grinding,The welding lead for Angle Grinder was slightly tangled during Grinding.,0,0.12,Hot Work,Hot Work,None,None,Angle Grinder,Minor injury,None,,Low
REP-1F79B55D,2020-03-22,Terminal Echo,Pipe Rack 2,Unsafe Condition,Torquing,"Worker performing Torquing on Excavator had their hands slightly close to a rough edge, causing a minor scratch.",0,0.24,Line of Fire,Line of Fire,None,None,Excavator,Minor injury,None,,Low
REP-64B119D6,2023-12-17,Site Alpha,Control Room,Incident,Repair,"Operator was performing Repair on Compressor C-10. It was discovered that Energy not verified zero, leaving the system vulnerable to Stored energy discharge. Work was stopped immediately.",1,0.79,Energy Isolation,Energy Isolation,Stored energy discharge,Energy not verified zero,Compressor C-10,Asphyxiation,Property Damage,toxic fluid|inadequate isolation,Medium
REP-44345C39,2021-11-17,Platform Charlie,Control Room,Unsafe Act,Painting,"Scaffolding tubes for Pipe Rack Level 3 were stored untidily, causing a minor trip hazard during Painting.",0,0.07,Work at Height,Work at Height,None,None,Pipe Rack Level 3,Minor injury,None,,Low
REP-972964FA,2020-10-07,Terminal Echo,Storage Tank A,Unsafe Condition,Welding,Fire extinguisher near Pipe Spool P-10 for Welding was due for monthly inspection next week.,0,0.01,Hot Work,Hot Work,None,None,Pipe Spool P-10,Minor injury,None,,Low
REP-96F75E7D,2022-11-23,Station Foxtrot,Loading Bay,Unsafe Act,Rigging,Operator of Forklift F-3 during Rigging forgot his safety glasses but was in an enclosed cab.,0,0.35,Safe Mechanical Lifting,Safe Mechanical Lifting,None,None,Forklift F-3,Minor injury,None,,Low
REP-4A0FB64D,2021-04-25,Station Foxtrot,Drilling Floor,Incident,Non-routine Task,JSA for Non-routine Task near Workshop was printed on crumpled paper.,0,0.26,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-2A324ECB,2020-07-16,Facility Bravo,Deck 3,Near Miss,Torquing,Barricade tape for Torquing near Hydraulic Torque Wrench was blown down by the wind. No operations were ongoing.,0,0.2,Line of Fire,Line of Fire,None,None,Hydraulic Torque Wrench,Minor injury,None,,Low
REP-401399F3,2022-03-26,Station Foxtrot,Boiler Area,Incident,Contractor Work,Permit for Contractor Work at Workshop had a minor spelling mistake in the supervisor's name.,0,0.15,Work Authorization,Work Authorization,None,None,Workshop,Minor injury,None,,Low
REP-5B0C6061,2021-10-23,Platform Charlie,Drilling Floor,Incident,Non-routine Task,Permit for Non-routine Task at Camp Facility had a minor spelling mistake in the supervisor's name.,0,0.23,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-730F19C7,2021-09-23,Refinery Delta,Storage Tank A,Unsafe Condition,Contractor Work,Worker doing Contractor Work at Camp Facility did not sign the permit exactly on the line.,0,0.33,Work Authorization,Work Authorization,None,None,Camp Facility,Minor injury,None,,Low
REP-B11E2D1C,2022-02-15,Site Alpha,Drilling Floor,Near Miss,Trenching,Barricade tape for Trenching near Hydraulic Torque Wrench was blown down by the wind. No operations were ongoing.,0,0.02,Line of Fire,Line of Fire,None,None,Hydraulic Torque Wrench,Minor injury,None,,Low
REP-A9529455,2021-04-14,Platform Charlie,Boiler Area,Near Miss,Transporting Personnel,Driver doing Transporting Personnel in Pickup Truck P-12 parked slightly outside the designated lines.,0,0.35,Driving,Driving,None,None,Pickup Truck P-12,Minor injury,None,,Low
REP-920FF212,2020-03-27,Facility Bravo,Main Workshop,Near Miss,Vessel Welding,"Worker doing Vessel Welding in Separator V-10 complained about poor lighting, though gas levels were normal.",0,0.32,Confined Space,Confined Space,None,None,Separator V-10,Minor injury,None,,Low
REP-9213DCBB,2020-01-31,Station Foxtrot,Pipe Rack 2,Unsafe Condition,Tank Cleaning,"Prior to Tank Cleaning in Underground Sump, it was discovered that Rescue plan inadequate. This could have led to Toxic atmosphere and potential fatality.",1,0.72,Confined Space,Confined Space,Toxic atmosphere,Rescue plan inadequate,Underground Sump,Loss of consciousness,None,poor ventilation|restricted access,High
REP-255F7C95,2023-03-26,Refinery Delta,Storage Tank A,Near Miss,Process Operation,Operator engaged in Process Operation admitted to bypassing safety logic on Fire & Gas Panel. Override left active is a severe breach leading to Loss of containment.,1,0.76,Bypassing Safety Controls,Bypassing Safety Controls,Loss of containment,Override left active,Fire & Gas Panel,Multiple fatalities,Property Damage,ignored alarm|bypassed interlock,High
REP-DFDCE731,2022-03-17,Platform Charlie,Pipe Rack 2,Unsafe Act,Internal Inspection,The entry log for Underground Sump during Internal Inspection was smudged with dirt.,0,0.4,Confined Space,Confined Space,None,None,Underground Sump,Minor injury,None,,Low
REP-1EBC1298,2020-06-20,Site Alpha,Pipe Rack 2,Unsafe Condition,Pipefitting,"Noticed Compressor C-10 had a minor weep during Pipefitting. LOTO was applied correctly, but cleanup was delayed.",0,0.33,Energy Isolation,Energy Isolation,None,None,Compressor C-10,Minor injury,None,,Low
